monday,tuesday,wednesday,thursday,friday,saturday,sunday,hour,min,date,battery,wifi,bluetooth,data,wifi_connected,wifi_scanning,bluetoothDiscovery,airplane_on_off,system_volumen,dtmf_volumen,music_volumen,dtmf_volumen,ringermode_normal,ringermode_silent,ringermode_vibrate,battery_temp,battery_volt,disconected,ac,usb,screen_brightness,screen_automatic_mode,screen_on,cores,maxfreq,minfreq,mem_free
0,0,0,0,0,0,1,12,0,2013-11-24T12:00:01.276+0100,99,1,0,0,0,1,0,0,0,11,4,2,1,0,0,240,4190,1,0,0,27,0,1,4,1600000,200000,222660
0,0,0,0,0,0,1,13,0,2013-11-24T13:00:01.463+0100,91,1,0,0,0,1,0,0,0,11,4,2,1,0,0,256,4116,1,0,0,27,0,1,4,1600000,200000,222660
0,0,0,0,0,0,1,14,0,2013-11-24T14:00:00.311+0100,83,1,0,0,0,1,0,0,0,11,4,2,1,0,0,307,4074,1,0,0,27,0,1,4,1600000,200000,64424
0,0,0,0,0,0,1,15,3,2013-11-24T15:03:05.173+0100,79,1,0,0,0,1,0,0,0,11,4,2,1,0,0,281,4040,1,0,0,27,0,0,4,1600000,200000,64424
0,0,0,0,0,0,1,16,3,2013-11-24T16:03:06.023+0100,74,0,0,1,0,0,0,0,0,11,4,2,1,0,0,273,3996,1,0,0,27,0,0,4,1600000,200000,64424
0,0,0,0,0,0,1,17,1,2013-11-24T17:01:14.137+0100,69,0,0,1,0,0,0,0,0,11,4,2,1,0,0,290,3952,1,0,0,27,0,0,4,1600000,200000,64424
0,0,0,0,0,0,1,18,0,2013-11-24T18:00:07.523+0100,62,1,0,0,0,1,0,0,0,11,4,2,1,0,0,320,3890,1,0,0,27,0,1,4,1600000,200000,64424
0,0,0,0,0,0,1,19,0,2013-11-24T19:00:19.835+0100,54,1,0,0,0,1,0,0,0,11,4,2,1,0,0,312,3819,1,0,0,27,0,1,4,1600000,200000,64424
0,0,0,0,0,0,1,20,0,2013-11-24T20:00:09.010+0100,50,1,0,0,0,1,0,0,0,11,4,2,1,0,0,257,3812,1,0,0,27,0,1,4,1600000,200000,64424
0,0,0,0,0,0,1,21,3,2013-11-24T21:03:02.257+0100,47,1,0,0,0,1,0,0,0,11,4,2,1,0,0,242,3798,1,0,0,27,0,0,4,1600000,200000,64424
0,0,0,0,0,0,1,22,2,2013-11-24T22:02:45.342+0100,40,1,0,0,0,1,0,0,0,11,8,2,1,0,0,344,3740,1,0,0,27,0,0,4,1600000,200000,64424
0,0,0,0,0,0,1,23,0,2013-11-24T23:00:00.072+0100,37,1,0,0,0,1,0,0,0,11,8,2,1,0,0,252,3761,1,0,0,27,0,1,4,1600000,200000,64424
1,0,0,0,0,0,0,0,0,2013-11-25T00:00:08.332+0100,40,0,0,0,0,0,0,0,0,11,8,2,1,0,0,243,4103,0,1,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,1,2,2013-11-25T01:02:44.319+0100,89,0,0,0,0,0,0,0,0,11,8,2,1,0,0,232,4334,0,1,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,2,2,2013-11-25T02:02:44.384+0100,100,0,0,0,0,0,0,0,0,11,8,2,1,0,0,188,4335,0,1,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,3,2,2013-11-25T03:02:44.560+0100,100,0,0,0,0,0,0,0,0,11,8,2,1,0,0,182,4310,0,1,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,4,2,2013-11-25T04:02:44.439+0100,100,0,0,0,0,0,0,0,0,11,8,2,1,0,0,185,4308,0,1,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,5,2,2013-11-25T05:02:44.262+0100,100,0,0,0,0,0,0,0,0,11,8,2,1,0,0,179,4308,0,1,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,6,0,2013-11-25T06:00:03.717+0100,99,1,0,0,0,1,0,0,0,11,8,2,1,0,0,247,4191,1,0,0,27,0,1,4,1600000,200000,182932
1,0,0,0,0,0,0,7,0,2013-11-25T07:00:00.563+0100,91,1,0,0,0,1,0,0,0,11,2,2,1,0,0,230,4154,1,0,0,27,0,1,4,1600000,200000,182932
1,0,0,0,0,0,0,8,2,2013-11-25T08:02:36.329+0100,93,1,0,0,0,1,0,0,0,11,2,2,1,0,0,209,4335,0,1,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,9,0,2013-11-25T09:00:20.887+0100,99,1,0,0,0,1,0,0,0,11,2,2,1,0,0,245,4233,1,0,0,27,0,1,4,1600000,200000,182932
1,0,0,0,0,0,0,10,0,2013-11-25T10:00:03.230+0100,95,1,0,0,0,1,0,0,0,11,2,2,1,0,0,232,4214,1,0,0,27,0,1,4,1600000,200000,182932
1,0,0,0,0,0,0,11,0,2013-11-25T11:00:57.432+0100,90,1,0,0,0,1,0,0,0,11,2,2,1,0,0,239,4156,1,0,0,27,0,1,4,1600000,200000,182932
1,0,0,0,0,0,0,12,1,2013-11-25T12:01:51.662+0100,87,1,0,0,0,1,0,0,0,11,2,2,1,0,0,218,4109,1,0,0,27,0,1,4,1600000,200000,182932
1,0,0,0,0,0,0,13,2,2013-11-25T13:02:43.977+0100,85,1,0,0,0,1,0,0,0,11,2,2,1,0,0,214,4101,1,0,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,14,2,2013-11-25T14:02:44.240+0100,82,1,0,0,0,1,0,0,0,11,2,2,1,0,0,207,4078,1,0,0,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,15,0,2013-11-25T15:00:02.452+0100,79,1,0,0,0,1,0,0,0,11,2,2,1,0,0,312,3961,1,0,0,27,0,1,4,1600000,200000,182932
1,0,0,0,0,0,0,16,2,2013-11-25T16:02:01.792+0100,78,1,0,0,0,1,0,0,0,11,2,2,1,0,0,229,4049,0,0,1,27,0,0,4,1600000,200000,182932
1,0,0,0,0,0,0,17,3,2013-11-25T17:03:03.333+0100,80,1,0,0,0,1,0,0,0,11,2,2,1,0,0,321,4040,1,0,0,27,0,0,4,1600000,200000,66240
1,0,0,0,0,0,0,18,3,2013-11-25T18:03:23.093+0100,76,1,0,0,0,1,0,0,0,11,2,2,1,0,0,271,4016,1,0,0,27,0,0,4,1600000,200000,66240
1,0,0,0,0,0,0,19,0,2013-11-25T19:00:07.950+0100,72,1,0,0,0,1,0,0,0,11,2,2,1,0,0,301,3963,1,0,0,27,0,1,4,1600000,200000,66240
1,0,0,0,0,0,0,20,3,2013-11-25T20:03:05.205+0100,68,1,0,0,0,1,0,0,0,11,2,2,1,0,0,237,3940,1,0,0,27,0,0,4,1600000,200000,66240
1,0,0,0,0,0,0,21,3,2013-11-25T21:03:20.697+0100,67,1,0,0,0,1,0,0,0,11,2,2,1,0,0,233,3941,1,0,0,27,0,0,4,1600000,200000,66240
1,0,0,0,0,0,0,22,0,2013-11-25T22:00:01.001+0100,61,1,0,0,0,1,0,0,0,11,2,2,1,0,0,339,3859,1,0,0,27,0,1,4,1600000,200000,103656
1,0,0,0,0,0,0,23,0,2013-11-25T23:00:02.266+0100,53,1,0,0,0,1,0,0,0,11,2,2,1,0,0,330,3815,1,0,0,27,0,1,4,1600000,200000,103656
0,1,0,0,0,0,0,0,0,2013-11-26T00:00:02.389+0100,49,1,0,0,0,1,0,0,0,11,2,2,1,0,0,299,3806,1,0,0,27,0,1,4,1600000,200000,103656
0,1,0,0,0,0,0,1,0,2013-11-26T01:00:03.185+0100,45,0,0,0,0,0,0,0,0,11,2,2,1,0,0,270,3789,1,0,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,2,1,2013-11-26T02:01:22.198+0100,61,0,0,0,0,0,0,0,0,11,2,2,1,0,0,244,4219,0,1,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,3,1,2013-11-26T03:01:22.052+0100,96,0,0,0,0,0,0,0,0,11,2,2,1,0,0,213,4336,0,1,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,4,1,2013-11-26T04:01:21.983+0100,100,0,0,0,0,0,0,0,0,11,2,2,1,0,0,198,4335,0,1,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,5,1,2013-11-26T05:01:21.831+0100,100,0,0,0,0,0,0,0,0,11,2,2,1,0,0,180,4310,0,1,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,6,1,2013-11-26T06:01:22.483+0100,100,0,0,0,0,0,0,0,0,11,2,2,1,0,0,186,4310,0,1,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,7,0,2013-11-26T07:00:07.967+0100,100,0,0,0,0,0,0,0,0,11,2,2,1,0,0,184,4308,0,1,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,8,0,2013-11-26T08:00:43.785+0100,100,1,0,0,0,1,0,0,0,11,2,2,1,0,0,189,4308,0,1,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,9,0,2013-11-26T09:00:07.335+0100,95,1,0,0,0,1,0,0,0,11,2,2,1,0,0,248,4164,1,0,0,27,0,1,4,1600000,200000,103656
0,1,0,0,0,0,0,10,1,2013-11-26T10:01:11.077+0100,90,1,0,0,0,1,0,0,0,11,2,2,1,0,0,200,4153,1,0,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,11,1,2013-11-26T11:01:21.880+0100,86,0,0,0,0,0,0,0,0,11,2,2,1,0,0,80,4115,1,0,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,12,1,2013-11-26T12:01:22.562+0100,82,1,0,0,0,1,0,0,0,11,2,2,1,0,0,191,4080,1,0,0,27,0,0,4,1600000,200000,103656
0,1,0,0,0,0,0,13,0,2013-11-26T13:00:16.339+0100,76,1,0,0,0,1,0,0,0,11,2,2,1,0,0,274,3978,1,0,0,27,0,1,4,1600000,200000,103656
0,1,0,0,0,0,0,14,0,2013-11-26T14:00:00.460+0100,73,1,0,0,0,1,0,0,0,11,2,2,1,0,0,214,3987,1,0,0,27,0,1,4,1600000,200000,103656
0,1,0,0,0,0,0,15,0,2013-11-26T15:00:13.656+0100,66,1,0,0,0,1,0,0,0,11,2,2,1,0,0,244,3930,1,0,0,27,0,1,4,1600000,200000,103656
0,1,0,0,0,0,0,16,0,2013-11-26T16:00:00.380+0100,62,1,0,0,1,0,0,0,0,11,2,2,1,0,0,227,3894,1,0,0,27,0,1,4,1600000,200000,103656
0,1,0,0,0,0,0,17,0,2013-11-26T17:00:08.913+0100,55,1,0,0,0,1,0,0,0,11,10,2,1,0,0,246,3825,1,0,0,27,0,1,4,1600000,200000,131436
0,1,0,0,0,0,0,18,2,2013-11-26T18:02:51.337+0100,83,1,0,0,0,1,0,0,0,11,10,2,1,0,0,247,4334,0,1,0,27,0,0,4,1600000,200000,131436
0,1,0,0,0,0,0,19,0,2013-11-26T19:00:02.868+0100,83,1,0,0,0,1,0,0,0,11,10,2,1,0,0,298,4083,1,0,0,27,0,1,4,1600000,200000,131436
0,1,0,0,0,0,0,20,0,2013-11-26T20:00:02.482+0100,77,1,0,0,0,1,0,0,0,11,10,2,1,0,0,308,4022,1,0,0,27,0,1,4,1600000,200000,81592
0,1,0,0,0,0,0,21,2,2013-11-26T21:02:56.595+0100,70,1,0,0,1,0,0,0,0,11,10,2,1,0,0,282,3946,1,0,0,27,0,0,4,1600000,200000,81592
0,1,0,0,0,0,0,22,1,2013-11-26T22:01:05.311+0100,64,1,0,0,0,1,0,0,0,11,10,2,1,0,0,317,3909,1,0,0,27,0,1,4,1600000,200000,81592
0,1,0,0,0,0,0,23,0,2013-11-26T23:00:22.601+0100,58,1,0,0,0,1,0,0,0,11,10,2,1,0,0,278,3857,1,0,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,0,4,2013-11-27T00:04:05.834+0100,81,1,0,0,0,1,0,0,0,11,10,2,1,0,0,269,4333,0,1,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,1,0,2013-11-27T01:00:00.398+0100,100,0,0,0,0,0,0,0,0,11,10,2,1,0,0,206,4335,0,1,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,2,4,2013-11-27T02:04:23.212+0100,100,0,0,0,0,0,0,0,0,11,10,2,1,0,0,196,4313,0,1,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,3,4,2013-11-27T03:04:23.342+0100,100,0,0,0,0,0,0,0,0,11,10,2,1,0,0,202,4310,0,1,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,4,4,2013-11-27T04:04:23.243+0100,100,0,0,0,0,0,0,0,0,11,10,2,1,0,0,191,4308,0,1,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,5,4,2013-11-27T05:04:22.986+0100,100,0,0,0,0,0,0,0,0,11,10,2,1,0,0,196,4310,0,1,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,6,0,2013-11-27T06:00:53.524+0100,99,1,0,0,0,1,0,0,0,11,10,2,1,0,0,250,4204,1,0,0,27,0,1,4,1600000,200000,125056
0,0,1,0,0,0,0,7,0,2013-11-27T07:00:10.405+0100,91,1,0,0,1,0,0,0,0,11,10,2,1,0,0,283,4109,1,0,0,27,0,1,4,1600000,200000,125056
0,0,1,0,0,0,0,8,1,2013-11-27T08:01:52.637+0100,85,1,0,0,0,1,0,0,0,11,10,2,1,0,0,200,4106,1,0,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,9,2,2013-11-27T09:02:01.733+0100,84,1,0,0,0,1,0,0,0,11,10,2,1,0,0,194,4094,1,0,0,27,0,0,4,1600000,200000,125056
0,0,1,0,0,0,0,10,0,2013-11-27T10:00:33.585+0100,82,1,0,0,0,1,0,0,0,11,10,2,1,0,0,202,4018,1,0,0,27,0,1,4,1600000,200000,125056
0,0,1,0,0,0,0,11,1,2013-11-27T11:01:53.256+0100,73,1,0,0,0,1,0,0,0,9,7,2,1,0,0,264,3942,1,0,0,27,1,1,4,1600000,200000,125056
0,0,1,0,0,0,0,12,2,2013-11-27T12:02:51.435+0100,70,1,0,0,1,0,0,0,0,9,7,2,1,0,0,197,3955,1,0,0,27,1,1,4,1600000,200000,125056
0,0,1,0,0,0,0,13,0,2013-11-27T13:00:55.451+0100,65,1,0,0,0,1,0,0,0,9,0,2,1,0,0,217,3913,1,0,0,27,1,1,4,1600000,200000,125056
0,0,1,0,0,0,0,14,3,2013-11-27T14:03:51.500+0100,56,1,0,0,0,1,0,0,0,11,9,2,1,0,0,219,3837,1,0,0,27,1,0,4,1600000,200000,113044
0,0,1,0,0,0,0,15,0,2013-11-27T15:00:04.525+0100,51,1,0,0,0,1,0,0,0,11,9,2,1,0,0,266,3803,1,0,0,27,1,1,4,1600000,200000,113044
0,0,1,0,0,0,0,16,3,2013-11-27T16:03:40.873+0100,45,1,0,0,0,1,0,0,0,11,9,2,1,0,0,210,3788,1,0,0,27,1,0,4,1600000,200000,113044
0,0,1,0,0,0,0,17,0,2013-11-27T17:00:10.961+0100,84,1,0,0,1,0,0,0,0,11,9,2,1,0,0,249,4115,1,0,0,27,1,1,4,1600000,200000,113044
0,0,1,0,0,0,0,18,0,2013-11-27T18:00:02.114+0100,78,1,0,0,0,1,0,0,0,11,9,2,1,0,0,300,4041,1,0,0,27,1,1,4,1600000,200000,77428
0,0,1,0,0,0,0,19,0,2013-11-27T19:00:05.952+0100,71,1,0,0,0,1,0,0,0,11,9,2,1,0,0,300,3955,1,0,0,27,1,1,4,1600000,200000,77428
0,0,1,0,0,0,0,20,0,2013-11-27T20:00:00.109+0100,64,1,0,0,0,1,0,0,0,11,13,2,1,0,0,297,3905,1,0,0,27,1,0,4,1600000,200000,94012
0,0,1,0,0,0,0,21,0,2013-11-27T21:00:01.098+0100,58,1,0,0,0,1,0,0,0,11,13,2,1,0,0,308,3851,1,0,0,27,1,1,4,1600000,200000,94012
0,0,1,0,0,0,0,22,0,2013-11-27T22:00:00.187+0100,52,1,0,0,1,0,0,0,0,11,13,2,1,0,0,300,3816,1,0,0,27,1,0,4,1600000,200000,94012
0,0,1,0,0,0,0,23,0,2013-11-27T23:00:00.277+0100,49,1,0,0,0,1,0,0,0,11,13,2,1,0,0,248,3806,1,0,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,0,0,2013-11-28T00:00:00.174+0100,46,1,0,0,0,1,0,0,0,11,13,2,1,0,0,213,3786,1,0,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,1,0,2013-11-28T01:00:00.762+0100,44,1,0,0,0,1,0,0,0,11,13,2,1,0,0,211,3778,1,0,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,2,0,2013-11-28T02:00:00.763+0100,83,0,0,0,0,0,0,0,0,11,13,2,1,0,0,252,4335,0,1,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,3,0,2013-11-28T03:00:00.363+0100,100,0,0,0,0,0,0,0,0,11,13,2,1,0,0,194,4335,0,1,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,4,0,2013-11-28T04:00:02.093+0100,100,0,0,0,0,0,0,0,0,11,13,2,1,0,0,189,4310,0,1,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,5,0,2013-11-28T05:00:00.083+0100,100,0,0,0,0,0,0,0,0,11,13,2,1,0,0,177,4310,0,1,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,6,0,2013-11-28T06:00:00.853+0100,100,0,0,0,0,0,0,0,0,11,13,2,1,0,0,177,4308,0,1,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,7,0,2013-11-28T07:00:04.490+0100,100,1,0,0,0,1,0,0,0,11,13,2,1,0,0,175,4308,0,1,0,27,1,0,4,1600000,200000,94012
0,0,0,1,0,0,0,8,1,2013-11-28T08:01:49.100+0100,92,1,0,0,1,0,0,0,0,11,4,2,1,0,0,255,4164,1,0,0,27,1,0,4,1600000,200000,135408
0,0,0,1,0,0,0,9,0,2013-11-28T09:00:01.098+0100,91,1,0,0,0,1,0,0,0,11,4,2,1,0,0,194,4153,1,0,0,27,1,1,4,1600000,200000,135408
0,0,0,1,0,0,0,10,1,2013-11-28T10:01:03.500+0100,88,1,0,0,0,1,0,0,0,11,4,2,1,0,0,200,4034,1,0,0,27,1,1,4,1600000,200000,135408
0,0,0,1,0,0,0,11,0,2013-11-28T11:00:07.138+0100,80,1,0,0,0,1,0,0,0,11,4,2,1,0,0,229,4040,1,0,0,27,1,1,4,1600000,200000,135408
0,0,0,1,0,0,0,12,0,2013-11-28T12:00:01.129+0100,78,1,0,0,0,1,0,0,0,9,4,2,1,0,0,197,4042,1,0,0,27,1,1,4,1600000,200000,135408
0,0,0,1,0,0,0,13,2,2013-11-28T13:02:35.789+0100,72,1,0,0,1,0,0,0,0,9,4,2,1,0,0,196,3968,1,0,0,27,1,0,4,1600000,200000,110924
0,0,0,1,0,0,0,14,0,2013-11-28T14:00:02.976+0100,65,1,0,0,0,1,0,0,0,9,4,2,1,0,0,300,3911,1,0,0,27,1,1,4,1600000,200000,110924
0,0,0,1,0,0,0,15,0,2013-11-28T15:00:32.414+0100,55,1,0,0,0,1,0,0,0,9,4,2,1,0,0,245,3840,1,0,0,27,1,0,4,1600000,200000,110924
0,0,0,1,0,0,0,16,1,2013-11-28T16:01:16.881+0100,51,1,0,0,0,1,0,0,0,9,4,2,1,0,0,259,3815,1,0,0,27,1,0,4,1600000,200000,110924
0,0,0,1,0,0,0,17,0,2013-11-28T17:00:22.313+0100,47,1,0,0,0,1,0,0,0,9,4,2,1,0,0,334,3778,1,0,0,27,1,0,4,1600000,200000,130932
0,0,0,1,0,0,0,18,0,2013-11-28T18:00:32.562+0100,42,1,0,0,0,1,0,0,0,9,4,2,1,0,0,316,3767,1,0,0,27,1,1,4,1600000,200000,130932
0,0,0,1,0,0,0,19,0,2013-11-28T19:00:46.189+0100,35,1,0,0,0,1,0,0,0,9,4,2,1,0,0,301,3755,1,0,0,27,1,0,4,1600000,200000,130932
0,0,0,1,0,0,0,20,0,2013-11-28T20:00:04.269+0100,67,1,0,0,0,1,0,0,0,9,4,2,1,0,0,320,4246,0,1,0,27,1,0,4,1600000,200000,130932
0,0,0,1,0,0,0,21,0,2013-11-28T21:00:42.871+0100,95,1,0,0,0,1,0,0,0,9,4,2,1,0,0,301,4186,1,0,0,27,1,1,4,1600000,200000,130932
0,0,0,1,0,0,0,22,0,2013-11-28T22:00:02.133+0100,87,1,0,0,0,1,0,0,0,9,4,2,1,0,0,300,4108,1,0,0,27,1,1,4,1600000,200000,51356
0,0,0,1,0,0,0,23,0,2013-11-28T23:00:46.047+0100,80,1,0,0,1,0,0,0,0,9,4,2,1,0,0,320,4015,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,0,0,2013-11-29T00:00:23.131+0100,93,1,0,0,0,1,0,0,0,9,4,2,1,0,0,219,4335,0,1,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,1,0,2013-11-29T01:00:24.082+0100,100,0,0,0,0,0,0,0,0,9,4,2,1,0,0,200,4336,0,1,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,2,0,2013-11-29T02:00:46.250+0100,99,0,0,0,0,0,0,0,0,9,4,2,1,0,0,180,4266,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,3,0,2013-11-29T03:00:46.238+0100,97,0,0,0,0,0,0,0,0,9,4,2,1,0,0,181,4258,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,4,0,2013-11-29T04:00:13.109+0100,97,0,0,0,0,0,0,0,0,9,4,2,1,0,0,187,4243,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,5,0,2013-11-29T05:00:46.802+0100,96,0,0,0,0,0,0,0,0,9,4,2,1,0,0,174,4230,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,6,0,2013-11-29T06:00:45.978+0100,95,0,0,0,0,0,0,0,0,9,4,2,1,0,0,180,4217,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,7,0,2013-11-29T07:00:29.630+0100,94,0,0,0,0,0,0,0,0,9,4,2,1,0,0,180,4206,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,8,0,2013-11-29T08:00:46.190+0100,93,1,0,0,0,1,0,0,0,9,4,2,1,0,0,181,4190,1,0,0,27,1,0,4,1600000,200000,51356
0,0,0,0,1,0,0,9,0,2013-11-29T09:00:04.416+0100,86,1,0,0,1,0,0,0,0,9,4,2,1,0,0,282,4045,1,0,0,27,1,1,4,1600000,200000,92328
